fpr,tpr,thresholds,auc,ews,scale
0.47,0.92,-0.0036630036630036,0.7876000000000001,Variance,1.1
0.55,0.92,-0.092063492063492,0.7876000000000001,Variance,1.1
0.55,0.93,-0.0954822954822954,0.7876000000000001,Variance,1.1
0.7,0.93,-0.3499389499389499,0.7876000000000001,Variance,1.1
0.7,0.94,-0.3523809523809523,0.7876000000000001,Variance,1.1
0.71,0.94,-0.3582417582417582,0.7876000000000001,Variance,1.1
0.71,0.96,-0.4334554334554334,0.7876000000000001,Variance,1.1
0.72,0.96,-0.4573870573870573,0.7876000000000001,Variance,1.1
0.72,0.97,-0.4647130647130646,0.7876000000000001,Variance,1.1
0.75,0.97,-0.494017094017094,0.7876000000000001,Variance,1.1
0.75,0.98,-0.4959706959706959,0.7876000000000001,Variance,1.1
0.76,0.98,-0.4974358974358974,0.7876000000000001,Variance,1.1
0.76,0.99,-0.5262515262515262,0.7876000000000001,Variance,1.1
0.99,0.99,-0.83003663003663,0.7876000000000001,Variance,1.1
0.99,1.0,-0.8363858363858363,0.7876000000000001,Variance,1.1
1.0,1.0,-0.8881562881562881,0.7876000000000001,Variance,1.1
0.0,0.0,inf,0.89825,Lag-1 AC,1.1
0.0,0.01,0.9452991452991452,0.89825,Lag-1 AC,1.1
0.0,0.13,0.8837606837606837,0.89825,Lag-1 AC,1.1
0.0,0.15,0.8783882783882783,0.89825,Lag-1 AC,1.1
0.0,0.32,0.8495726495726496,0.89825,Lag-1 AC,1.1
0.02,0.32,0.847130647130647,0.89825,Lag-1 AC,1.1
0.02,0.37,0.8378510378510378,0.89825,Lag-1 AC,1.1
0.03,0.37,0.8358974358974358,0.89825,Lag-1 AC,1.1
0.03,0.5,0.7948717948717948,0.89825,Lag-1 AC,1.1
0.06,0.5,0.7763125763125763,0.89825,Lag-1 AC,1.1
0.06,0.53,0.7616605616605616,0.89825,Lag-1 AC,1.1
0.07,0.53,0.7523809523809523,0.89825,Lag-1 AC,1.1
0.07,0.55,0.7514041514041513,0.89825,Lag-1 AC,1.1
0.07,0.56,0.7479853479853479,0.89825,Lag-1 AC,1.1
0.08,0.57,0.7474969474969474,0.89825,Lag-1 AC,1.1
0.08,0.58,0.7470085470085469,0.89825,Lag-1 AC,1.1
0.09,0.58,0.744078144078144,0.89825,Lag-1 AC,1.1
0.09,0.59,0.7362637362637362,0.89825,Lag-1 AC,1.1
0.11,0.59,0.7299145299145299,0.89825,Lag-1 AC,1.1
0.11,0.6,0.7255189255189255,0.89825,Lag-1 AC,1.1
0.12,0.6,0.7206349206349206,0.89825,Lag-1 AC,1.1
0.12,0.62,0.7123321123321122,0.89825,Lag-1 AC,1.1
0.13,0.62,0.7108669108669108,0.89825,Lag-1 AC,1.1
0.13,0.64,0.6981684981684981,0.89825,Lag-1 AC,1.1
0.14,0.64,0.6952380952380952,0.89825,Lag-1 AC,1.1
0.14,0.67,0.6884004884004884,0.89825,Lag-1 AC,1.1
0.15,0.67,0.683028083028083,0.89825,Lag-1 AC,1.1
0.15,0.78,0.6126984126984126,0.89825,Lag-1 AC,1.1
0.16,0.78,0.600976800976801,0.89825,Lag-1 AC,1.1
0.16,0.79,0.599023199023199,0.89825,Lag-1 AC,1.1
0.18,0.79,0.5907203907203907,0.89825,Lag-1 AC,1.1
0.19,0.79,0.5887667887667888,0.89825,Lag-1 AC,1.1
0.19,0.83,0.5658119658119658,0.89825,Lag-1 AC,1.1
0.22,0.83,0.5438339438339439,0.89825,Lag-1 AC,1.1
0.22,0.85,0.5296703296703297,0.89825,Lag-1 AC,1.1
0.23,0.85,0.5291819291819291,0.89825,Lag-1 AC,1.1
0.23,0.87,0.5203907203907203,0.89825,Lag-1 AC,1.1
0.25,0.87,0.4905982905982906,0.89825,Lag-1 AC,1.1
0.25,0.88,0.4871794871794871,0.89825,Lag-1 AC,1.1
0.26,0.88,0.4769230769230769,0.89825,Lag-1 AC,1.1
0.26,0.91,0.4612942612942612,0.89825,Lag-1 AC,1.1
0.28,0.91,0.4554334554334554,0.89825,Lag-1 AC,1.1
0.28,0.92,0.4295482295482295,0.89825,Lag-1 AC,1.1
0.29,0.92,0.4202686202686202,0.89825,Lag-1 AC,1.1
0.29,0.93,0.4192918192918192,0.89825,Lag-1 AC,1.1
0.31,0.93,0.3875457875457875,0.89825,Lag-1 AC,1.1
0.31,0.94,0.3797313797313796,0.89825,Lag-1 AC,1.1
0.33,0.94,0.3445665445665445,0.89825,Lag-1 AC,1.1
0.33,0.95,0.3372405372405372,0.89825,Lag-1 AC,1.1
0.41,0.95,0.2361416361416361,0.89825,Lag-1 AC,1.1
0.41,0.96,0.2341880341880342,0.89825,Lag-1 AC,1.1
0.45,0.96,0.175091575091575,0.89825,Lag-1 AC,1.1
0.45,0.97,0.1721611721611721,0.89825,Lag-1 AC,1.1
0.48,0.97,0.1184371184371184,0.89825,Lag-1 AC,1.1
0.48,0.99,0.1115995115995116,0.89825,Lag-1 AC,1.1
0.49,0.99,0.1106227106227106,0.89825,Lag-1 AC,1.1
0.49,1.0,0.094017094017094,0.89825,Lag-1 AC,1.1
0.9,1.0,-0.6815628815628816,0.89825,Lag-1 AC,1.1
0.92,1.0,-0.6879120879120879,0.89825,Lag-1 AC,1.1
1.0,1.0,-0.8017094017094016,0.89825,Lag-1 AC,1.1
0.0,0.0,inf,0.9410000000000001,DL bif,1.2
0.0,0.01,0.9994102036190001,0.9410000000000001,DL bif,1.2
0.0,0.43,0.96273702674,0.9410000000000001,DL bif,1.2
0.01,0.43,0.9626166802799999,0.9410000000000001,DL bif,1.2
0.01,0.48,0.9532227357499999,0.9410000000000001,DL bif,1.2
0.02,0.48,0.94416141241,0.9410000000000001,DL bif,1.2
0.02,0.77,0.7685671665,0.9410000000000001,DL bif,1.2
0.03,0.77,0.76680519954,0.9410000000000001,DL bif,1.2
0.03,0.8,0.7403945834499999,0.9410000000000001,DL bif,1.2
0.05,0.8,0.69518777419,0.9410000000000001,DL bif,1.2
0.05,0.81,0.68782301405,0.9410000000000001,DL bif,1.2
0.07,0.81,0.6744937732,0.9410000000000001,DL bif,1.2
0.07,0.83,0.63862715875,0.9410000000000001,DL bif,1.2
0.08,0.83,0.6142530424100001,0.9410000000000001,DL bif,1.2
0.08,0.84,0.58672082136,0.9410000000000001,DL bif,1.2
0.12,0.84,0.5615806438000001,0.9410000000000001,DL bif,1.2
0.12,0.85,0.5477245541,0.9410000000000001,DL bif,1.2
0.14,0.85,0.5140057166,0.9410000000000001,DL bif,1.2
0.14,0.86,0.5090591606400001,0.9410000000000001,DL bif,1.2
0.21,0.86,0.45921183459,0.9410000000000001,DL bif,1.2
0.21,0.87,0.4585736646,0.9410000000000001,DL bif,1.2
0.22,0.87,0.45675133825,0.9410000000000001,DL bif,1.2
0.22,0.89,0.4556699166,0.9410000000000001,DL bif,1.2
0.24,0.89,0.45262355165999996,0.9410000000000001,DL bif,1.2
0.24,0.92,0.42891178854,0.9410000000000001,DL bif,1.2
0.25,0.92,0.41948384174000003,0.9410000000000001,DL bif,1.2
0.25,0.94,0.40097306812,0.9410000000000001,DL bif,1.2
0.32,0.94,0.35512623674,0.9410000000000001,DL bif,1.2
0.32,0.95,0.3503070818,0.9410000000000001,DL bif,1.2
0.34,0.95,0.33507547376,0.9410000000000001,DL bif,1.2
0.34,0.96,0.33215186074,0.9410000000000001,DL bif,1.2
0.36,0.96,0.30423967363,0.9410000000000001,DL bif,1.2
0.36,0.97,0.30369348947,0.9410000000000001,DL bif,1.2
0.53,0.97,0.20179946744,0.9410000000000001,DL bif,1.2
0.53,0.98,0.19409534255,0.9410000000000001,DL bif,1.2
0.6,0.98,0.16688595619000002,0.9410000000000001,DL bif,1.2
0.6,0.99,0.16239930962000002,0.9410000000000001,DL bif,1.2
0.63,0.99,0.1447035458,0.9410000000000001,DL bif,1.2
0.63,1.0,0.1396942062,0.9410000000000001,DL bif,1.2
1.0,1.0,0.020140514296,0.9410000000000001,DL bif,1.2
0.0,0.0,inf,0.74555,Variance,1.2
0.0,0.01,0.95018315018315,0.74555,Variance,1.2
0.0,0.08,0.897924297924298,0.74555,Variance,1.2
0.01,0.08,0.8935286935286936,0.74555,Variance,1.2
0.01,0.22,0.8197802197802198,0.74555,Variance,1.2
0.02,0.22,0.8158730158730159,0.74555,Variance,1.2
0.02,0.23,0.8153846153846154,0.74555,Variance,1.2
0.04,0.23,0.8051282051282052,0.74555,Variance,1.2
0.06,0.23,0.7982905982905982,0.74555,Variance,1.2
0.06,0.28,0.7567765567765566,0.74555,Variance,1.2
0.08,0.28,0.7372405372405372,0.74555,Variance,1.2
0.08,0.3,0.7191697191697192,0.74555,Variance,1.2
0.09,0.3,0.7094017094017093,0.74555,Variance,1.2
0.09,0.31,0.6898656898656899,0.74555,Variance,1.2
0.09,0.33,0.6869352869352869,0.74555,Variance,1.2
0.1,0.33,0.6854700854700855,0.74555,Variance,1.2
0.1,0.36,0.6683760683760683,0.74555,Variance,1.2
0.11,0.37,0.6659340659340659,0.74555,Variance,1.2
0.11,0.43,0.6097680097680097,0.74555,Variance,1.2
0.13,0.43,0.5970695970695971,0.74555,Variance,1.2
0.13,0.45,0.5833943833943833,0.74555,Variance,1.2
0.16,0.45,0.557997557997558,0.74555,Variance,1.2
0.16,0.47,0.5550671550671551,0.74555,Variance,1.2
0.17,0.47,0.5296703296703297,0.74555,Variance,1.2
0.17,0.5,0.5086691086691086,0.74555,Variance,1.2
0.18,0.5,0.5008547008547009,0.74555,Variance,1.2
0.18,0.51,0.4954822954822954,0.74555,Variance,1.2
0.19,0.51,0.494017094017094,0.74555,Variance,1.2
0.19,0.53,0.4871794871794871,0.74555,Variance,1.2
0.21,0.53,0.4769230769230769,0.74555,Variance,1.2
0.21,0.58,0.4412698412698412,0.74555,Variance,1.2
0.25,0.58,0.4188034188034187,0.74555,Variance,1.2
0.25,0.61,0.3987789987789987,0.74555,Variance,1.2
0.27,0.61,0.3763125763125762,0.74555,Variance,1.2
0.27,0.63,0.3733821733821733,0.74555,Variance,1.2
0.28,0.63,0.366056166056166,0.74555,Variance,1.2
0.28,0.68,0.3455433455433455,0.74555,Variance,1.2
0.3,0.68,0.305006105006105,0.74555,Variance,1.2
0.3,0.69,0.3035409035409035,0.74555,Variance,1.2
0.33,0.69,0.2908424908424908,0.74555,Variance,1.2
0.34,0.7,0.2879120879120879,0.74555,Variance,1.2
0.34,0.72,0.2522588522588522,0.74555,Variance,1.2
0.35,0.72,0.2478632478632478,0.74555,Variance,1.2
0.35,0.74,0.2053724053724053,0.74555,Variance,1.2
0.36,0.74,0.2039072039072039,0.74555,Variance,1.2
0.36,0.75,0.1716727716727716,0.74555,Variance,1.2
0.37,0.75,0.157997557997558,0.74555,Variance,1.2
0.37,0.76,0.1413919413919414,0.74555,Variance,1.2
0.4,0.76,0.0959706959706959,0.74555,Variance,1.2
0.4,0.77,0.0769230769230769,0.74555,Variance,1.2
0.41,0.77,0.0608058608058608,0.74555,Variance,1.2
0.41,0.79,0.0476190476190476,0.74555,Variance,1.2
0.44,0.79,0.0197802197802197,0.74555,Variance,1.2
0.44,0.81,-0.008058608058608,0.74555,Variance,1.2
0.46,0.81,-0.0358974358974358,0.74555,Variance,1.2
0.46,0.82,-0.0368742368742368,0.74555,Variance,1.2
0.47,0.83,-0.0525030525030525,0.74555,Variance,1.2
0.52,0.83,-0.1277167277167277,0.74555,Variance,1.2
0.52,0.84,-0.1306471306471306,0.74555,Variance,1.2
0.53,0.84,-0.1374847374847375,0.74555,Variance,1.2
0.53,0.87,-0.1404151404151404,0.74555,Variance,1.2
0.62,0.87,-0.2268620268620268,0.74555,Variance,1.2
0.62,0.88,-0.2376068376068376,0.74555,Variance,1.2
0.68,0.88,-0.3909645909645909,0.74555,Variance,1.2
0.68,0.89,-0.3958485958485958,0.74555,Variance,1.2
0.7,0.89,-0.4153846153846153,0.74555,Variance,1.2
0.7,0.9,-0.4168498168498168,0.74555,Variance,1.2
0.76,0.9,-0.4764346764346764,0.74555,Variance,1.2
0.76,0.93,-0.5477411477411478,0.74555,Variance,1.2
0.78,0.93,-0.5667887667887668,0.74555,Variance,1.2
0.78,0.94,-0.5785103785103785,0.74555,Variance,1.2
0.79,0.94,-0.5868131868131867,0.74555,Variance,1.2
0.79,0.95,-0.5985347985347985,0.74555,Variance,1.2
0.8,0.95,-0.6019536019536019,0.74555,Variance,1.2
0.8,0.96,-0.6024420024420024,0.74555,Variance,1.2
0.83,0.96,-0.6092796092796092,0.74555,Variance,1.2
0.83,0.97,-0.6097680097680097,0.74555,Variance,1.2
0.84,0.97,-0.618070818070818,0.74555,Variance,1.2
0.84,0.98,-0.6302808302808302,0.74555,Variance,1.2
0.93,0.98,-0.7157509157509157,0.74555,Variance,1.2
0.93,0.99,-0.7680097680097681,0.74555,Variance,1.2
0.97,0.99,-0.8437118437118436,0.74555,Variance,1.2
0.97,1.0,-0.8446886446886446,0.74555,Variance,1.2
1.0,1.0,-0.8661782661782661,0.74555,Variance,1.2
0.0,0.0,inf,0.80835,Lag-1 AC,1.2
0.0,0.01,0.9667887667887668,0.80835,Lag-1 AC,1.2
0.0,0.1,0.895970695970696,0.80835,Lag-1 AC,1.2
0.01,0.1,0.8945054945054945,0.80835,Lag-1 AC,1.2
0.01,0.13,0.8891330891330891,0.80835,Lag-1 AC,1.2
0.02,0.13,0.8813186813186812,0.80835,Lag-1 AC,1.2
0.02,0.23,0.8383394383394382,0.80835,Lag-1 AC,1.2
0.03,0.23,0.8334554334554334,0.80835,Lag-1 AC,1.2
0.03,0.29,0.8207570207570207,0.80835,Lag-1 AC,1.2
0.03,0.31,0.8139194139194139,0.80835,Lag-1 AC,1.2
0.03,0.33,0.7894993894993895,0.80835,Lag-1 AC,1.2
0.04,0.33,0.7831501831501831,0.80835,Lag-1 AC,1.2
0.04,0.35,0.7724053724053724,0.80835,Lag-1 AC,1.2
0.05,0.35,0.768986568986569,0.80835,Lag-1 AC,1.2
0.05,0.41,0.7504273504273503,0.80835,Lag-1 AC,1.2
0.07,0.41,0.7391941391941391,0.80835,Lag-1 AC,1.2
0.07,0.43,0.7211233211233211,0.80835,Lag-1 AC,1.2
0.08,0.43,0.7191697191697192,0.80835,Lag-1 AC,1.2
0.08,0.44,0.7177045177045177,0.80835,Lag-1 AC,1.2
0.11,0.44,0.7118437118437118,0.80835,Lag-1 AC,1.2
0.11,0.45,0.7084249084249084,0.80835,Lag-1 AC,1.2
0.11,0.47,0.6874236874236874,0.80835,Lag-1 AC,1.2
0.11,0.49,0.6796092796092796,0.80835,Lag-1 AC,1.2
0.13,0.49,0.6761904761904762,0.80835,Lag-1 AC,1.2
0.13,0.54,0.638095238095238,0.80835,Lag-1 AC,1.2
0.14,0.54,0.6175824175824175,0.80835,Lag-1 AC,1.2
0.14,0.57,0.6019536019536019,0.80835,Lag-1 AC,1.2
0.15,0.57,0.5951159951159951,0.80835,Lag-1 AC,1.2
0.15,0.58,0.5877899877899878,0.80835,Lag-1 AC,1.2
0.16,0.58,0.5726495726495726,0.80835,Lag-1 AC,1.2
0.16,0.59,0.5594627594627595,0.80835,Lag-1 AC,1.2
0.18,0.59,0.5501831501831502,0.80835,Lag-1 AC,1.2
0.18,0.62,0.5448107448107449,0.80835,Lag-1 AC,1.2
0.19,0.62,0.5428571428571428,0.80835,Lag-1 AC,1.2
0.2,0.63,0.5316239316239316,0.80835,Lag-1 AC,1.2
0.2,0.64,0.5277167277167276,0.80835,Lag-1 AC,1.2
0.22,0.64,0.4998778998778998,0.80835,Lag-1 AC,1.2
0.22,0.65,0.4974358974358974,0.80835,Lag-1 AC,1.2
0.24,0.65,0.4886446886446886,0.80835,Lag-1 AC,1.2
0.24,0.67,0.4769230769230769,0.80835,Lag-1 AC,1.2
0.25,0.67,0.4666666666666666,0.80835,Lag-1 AC,1.2
0.25,0.68,0.4656898656898656,0.80835,Lag-1 AC,1.2
0.26,0.68,0.4505494505494505,0.80835,Lag-1 AC,1.2
0.26,0.71,0.4168498168498168,0.80835,Lag-1 AC,1.2
0.27,0.71,0.3919413919413919,0.80835,Lag-1 AC,1.2
0.27,0.73,0.3655677655677655,0.80835,Lag-1 AC,1.2
0.29,0.73,0.3562881562881562,0.80835,Lag-1 AC,1.2
0.29,0.74,0.3509157509157509,0.80835,Lag-1 AC,1.2
0.3,0.74,0.3299145299145299,0.80835,Lag-1 AC,1.2
0.3,0.75,0.3113553113553113,0.80835,Lag-1 AC,1.2
0.32,0.75,0.2815628815628815,0.80835,Lag-1 AC,1.2
0.32,0.8,0.2048840048840048,0.80835,Lag-1 AC,1.2
0.33,0.8,0.1999999999999999,0.80835,Lag-1 AC,1.2
0.33,0.81,0.1916971916971917,0.80835,Lag-1 AC,1.2
0.37,0.81,0.1746031746031746,0.80835,Lag-1 AC,1.2
0.37,0.82,0.1687423687423687,0.80835,Lag-1 AC,1.2
0.38,0.82,0.156043956043956,0.80835,Lag-1 AC,1.2
0.38,0.83,0.1443223443223443,0.80835,Lag-1 AC,1.2
0.42,0.83,0.091086691086691,0.80835,Lag-1 AC,1.2
0.42,0.84,0.0901098901098901,0.80835,Lag-1 AC,1.2
0.44,0.84,0.0632478632478632,0.80835,Lag-1 AC,1.2
0.44,0.85,0.0603174603174603,0.80835,Lag-1 AC,1.2
0.45,0.85,0.0451770451770451,0.80835,Lag-1 AC,1.2
0.45,0.86,0.0251526251526251,0.80835,Lag-1 AC,1.2
0.46,0.86,0.0197802197802197,0.80835,Lag-1 AC,1.2
0.46,0.87,-0.0158730158730158,0.80835,Lag-1 AC,1.2
0.48,0.87,-0.0275946275946275,0.80835,Lag-1 AC,1.2
0.48,0.88,-0.031013431013431,0.80835,Lag-1 AC,1.2
0.49,0.88,-0.0358974358974358,0.80835,Lag-1 AC,1.2
0.49,0.89,-0.0412698412698412,0.80835,Lag-1 AC,1.2
0.5,0.89,-0.0466422466422466,0.80835,Lag-1 AC,1.2
0.52,0.89,-0.0852258852258852,0.80835,Lag-1 AC,1.2
0.52,0.9,-0.0993894993894993,0.80835,Lag-1 AC,1.2
0.54,0.9,-0.1452991452991452,0.80835,Lag-1 AC,1.2
0.56,0.9,-0.1526251526251526,0.80835,Lag-1 AC,1.2
0.57,0.9,-0.1658119658119658,0.80835,Lag-1 AC,1.2
0.57,0.91,-0.1663003663003663,0.80835,Lag-1 AC,1.2
0.58,0.91,-0.1829059829059829,0.80835,Lag-1 AC,1.2
0.58,0.93,-0.2307692307692307,0.80835,Lag-1 AC,1.2
0.59,0.93,-0.2688644688644688,0.80835,Lag-1 AC,1.2
0.59,0.94,-0.2698412698412698,0.80835,Lag-1 AC,1.2
0.62,0.94,-0.3347985347985348,0.80835,Lag-1 AC,1.2
0.62,0.96,-0.3665445665445665,0.80835,Lag-1 AC,1.2
0.63,0.96,-0.3826617826617827,0.80835,Lag-1 AC,1.2
0.63,0.98,-0.3919413919413919,0.80835,Lag-1 AC,1.2
0.77,0.98,-0.5174603174603174,0.80835,Lag-1 AC,1.2
0.77,0.99,-0.5272283272283271,0.80835,Lag-1 AC,1.2
0.78,0.99,-0.5316239316239316,0.80835,Lag-1 AC,1.2
0.78,1.0,-0.5609279609279609,0.80835,Lag-1 AC,1.2
1.0,1.0,-0.8652014652014651,0.80835,Lag-1 AC,1.2
